global_index,verb,row_in_verb,Number of hit,Text ID,Concordance line,Tagged concordance line,URL,Match-begin corpus position,Match-end corpus position,pos_tag,layer
707,give_away,7,8,ACS,"have a proper breakfast , walk to the station , give away the TV set , and go to church every Sunday instead","have_VHB a_AT0 proper_AJ0 breakfast_NN1 ,_PUN walk_VVB-NN1 to_PRP the_AT0 station_NN1 ,_PUN give_VVB away_AV0 the_AT0 TV_NN1 set_NN1 ,_PUN and_CJC go_VVB to_PRP church_NN1 every_AT0 Sunday_NP0 instead_AV0",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h9sl&batch=7,7512527,7512529,give_away_AT0,11
719,give_away,19,20,K1J,"Leroy Rosenior chopped down Steve White in the box to give away a penalty , which Paul Bodin slammed home for his 8th","Leroy_NP0 Rosenior_NP0 chopped_VVD down_AVP-PRP Steve_NP0 White_NP0 in_PRP the_AT0 box_NN1 to_TO0 give_VVI away_AV0 a_AT0 penalty_NN1 ,_PUN which_DTQ Paul_NP0 Bodin_NP0 slammed_VVD home_AV0 for_PRP his_DPS 8th_ORD",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h9sl&batch=19,98769135,98769137,give_away_AT0,11
732,give_away,32,33,CCS,some natives at this time became unreliable guides and could give away a patrol 's position . The move south was now imperative,some_DT0 natives_NN2 at_PRP this_DT0 time_NN1 became_VVD unreliable_AJ0 guides_NN2 and_CJC could_VM0 give_VVI away_AV0 a_AT0 patrol_NN1 's_POS position_NN1 ._PUN The_AT0 move_NN1 south_NN1 was_VBD now_AV0 imperative_AJ0-NN1,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h9sl&batch=32,29335948,29335950,give_away_AT0,11
770,give_away,70,7,CF9,"bomber jackets , five sweatshirts and five baseball hats to give away this week . And all I want to know is which","bomber_NN1 jackets_NN2 ,_PUN five_CRD sweatshirts_NN2 and_CJC five_CRD baseball_NN1 hats_NN2 to_TO0 give_VVI away_AV0 this_DT0 week_NN1 ._PUN And_CJC all_DT0 I_PNP want_VVB to_TO0 know_VVI is_VBZ which_DTQ",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h9sq&batch=6,32295513,32295515,give_away_DT0,11
805,give_in,5,6,J0V,we may be encouraged to re-examine whether there is some give in the apparently uncompromising need for bit-perfect records of program software .,we_PNP may_VM0 be_VBI encouraged_VVN to_TO0 re-examine_VVI whether_CJS there_EX0 is_VBZ some_DT0 give_VVB in_AVP the_AT0 apparently_AV0 uncompromising_AJ0 need_NN1 for_PRP bit-perfect_AJ0 records_NN2 of_PRF program_NN1 software_NN1 ._PUN,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha91&batch=5,91925776,91925778,give_in_AT0,11
810,give_in,10,11,ADH,"study of portraiture lies in the help that they may give in the identification of other portraits , particularly sculptures , since it","study_NN1 of_PRF portraiture_NN1 lies_VVZ-NN2 in_PRP the_AT0 help_NN1 that_CJT they_PNP may_VM0 give_VVI in_AVP the_AT0 identification_NN1 of_PRF other_AJ0 portraits_NN2 ,_PUN particularly_AV0 sculptures_NN2 ,_PUN since_CJS it_PNP",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha91&batch=10,8192183,8192185,give_in_AT0,11
816,give_in,16,17,EWA,"properties of each text . For external comparison , we give in the right hand column of the table , a comparable figure","properties_NN2 of_PRF each_DT0 text_NN1 ._PUN For_PRP external_AJ0 comparison_NN1 ,_PUN we_PNP give_VVB in_AVP the_AT0 right_AJ0 hand_NN1 column_NN1 of_PRF the_AT0 table_NN1 ,_PUN a_AT0 comparable_AJ0 figure_NN1",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha91&batch=16,49932410,49932412,give_in_AT0,11
883,give_in,83,9,G3H,he was trying to say . What he did not give in response to the many points made by my Hon. Friend the,he_PNP was_VBD trying_VVG to_TO0 say_VVI ._PUN What_DTQ he_PNP did_VDD not_XX0 give_VVI in_PRP response_NN1 to_PRP the_AT0 many_DT0 points_NN2 made_VVN by_PRP my_DPS Hon._AJ0 Friend_NN1 the_AT0,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha98&batch=8,64620138,64620140,give_in_NN1,11
895,give_in,95,7,AD0,and can be enjoyable too . follow the advice we give in this book and you will attain all your health and fitness,and_CJC can_VM0 be_VBI enjoyable_AJ0 too_AV0 ._PUN follow_VVB the_AT0 advice_NN1 we_PNP give_VVB in_AVP this_DT0 book_NN1 and_CJC you_PNP will_VM0 attain_VVI all_DT0 your_DPS health_NN1 and_CJC fitness_NN1,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha94&batch=6,7695250,7695252,give_in_DT0,11
902,give_out,3,4,CH6,&lsquo; If we deal with it ourselves we could only give out punishment of 28 days &rsquo; loss of remission . &rsquo; A,&lsquo;_PUQ If_CJS we_PNP deal_VVB with_PRP it_PNP ourselves_PNX we_PNP could_VM0 only_AV0 give_VVI out_AVP punishment_NN1 of_PRF 28_CRD days_NN2 &rsquo;_PUQ loss_NN1 of_PRF remission_NN1 ._PUN &rsquo;_PUQ A_AT0,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h9v1&batch=3,34531644,34531646,give_out_NN1,11
916,give_out,17,4,B3D,the available databases . Both systems operators and database producers give out newsletters in which changes and &lsquo; new &rsquo; techniques are introduced,the_AT0 available_AJ0 databases_NN2 ._PUN Both_DT0 systems_NN2 operators_NN2 and_CJC database_NN1 producers_NN2 give_VVB out_AVP newsletters_NN2 in_PRP which_DTQ changes_NN2-VVZ and_CJC &lsquo;_PUQ new_AJ0 &rsquo;_PUQ techniques_NN2 are_VBB introduced_VVN,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h9uy&batch=3,19102809,19102811,give_out_NN2,11
927,give_out,28,15,K52,"you can talk to , they said , we only give out leaflets . What 's the number of your Newcastle office ,","you_PNP can_VM0 talk_VVI to_PRP ,_PUN they_PNP said_VVD ,_PUN we_PNP only_AV0 give_VVB out_AVP leaflets_NN2 ._PUN What_DTQ 's_VBZ the_AT0 number_NN1 of_PRF your_DPS Newcastle_NP0 office_NN1 ,_PUN",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h9uy&batch=14,101544336,101544338,give_out_NN2,11
974,give_out,75,15,KR2,Say something say something . Yeah just say something . Give out a shout to someone . Go on . Why are you,Say_VVB something_PNI say_VVB something_PNI ._PUN Yeah_ITJ just_AV0 say_VVB something_PNI ._PUN Give_VVB out_AVP a_AT0 shout_NN1 to_PRP someone_PNI ._PUN Go_VVB on_AVP ._PUN Why_AVQ are_VBB you_PNP,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h9sw&batch=14,111008386,111008388,Give_out_AT0,11
979,give_out,80,20,J1A,"with dots while the basses , in bar 383 , give out the fourth of the five themes , with strokes in pure","with_PRP dots_NN2 while_CJS the_AT0 basses_NN2 ,_PUN in_PRP bar_NN1 383_CRD ,_PUN give_VVB out_AVP the_AT0 fourth_ORD of_PRF the_AT0 five_CRD themes_NN2 ,_PUN with_PRP strokes_NN2 in_PRP pure_AJ0",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h9sw&batch=19,92549076,92549078,give_out_AT0,11
998,give_up,6,7,G02,"what if she should die before I got home , give up the ghost and pass on , alone in the dark ?","what_DTQ if_CJS she_PNP should_VM0 die_VVI before_CJS I_PNP got_VVD home_AV0 ,_PUN give_VVB up_AVP the_AT0 ghost_NN1 and_CJC pass_VVB on_AVP ,_PUN alone_AV0-AJ0 in_PRP the_AT0 dark_NN1-AJ0 ?_PUN",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h9su&batch=6,60808109,60808111,give_up_AT0,11
1031,give_up,39,6,B38,in the oven Everything is apple pie Men on buses give up seats for you And do n't give you the eye .,in_PRP the_AT0 oven_NN1 Everything_PNI is_VBZ apple_NN1 pie_NN1 Men_NN2 on_PRP buses_NN2 give_VVB up_AVP seats_NN2 for_PRP you_PNP And_CJC do_VDB n't_XX0 give_VVI you_PNP the_AT0 eye_NN1 ._PUN,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h9vr&batch=5,19009932,19009934,give_up_NN2,11
1048,give_up,56,23,KLW,any presents or you wo n't buy any sweets . Give up sweets for Lent or something . Make it easy for us,any_DT0 presents_NN2 or_CJC you_PNP wo_VM0 n't_XX0 buy_VVI any_DT0 sweets_NN2 ._PUN Give_VVB up_AVP sweets_NN2 for_PRP Lent_NN1 or_CJC something_PNI ._PUN Make_VVB it_PNP easy_AJ0 for_PRP us_PNP,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h9vr&batch=22,110005754,110005756,Give_up_NN2,11
1058,give_up,66,47,CBB,"the dense woodland . Just as they were about to give up hope of finding their way a huge while wolf appeared ,","the_AT0 dense_AJ0 woodland_NN1 ._PUN Just_AV0 as_CJS they_PNP were_VBD about_AVP to_TO0 give_VVI up_AVP hope_NN1 of_PRF finding_VVG their_DPS way_NN1 a_AT0 huge_AJ0 while_CJS wolf_NN1 appeared_VVD ,_PUN",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h9vn&batch=46,27018603,27018605,give_up_NN1,11
1083,give_up,91,72,K45,"deal . &rsquo; Acute back pain forced the Prince to give up polo for a month in June , 1991 . He was","deal_NN1 ._PUN &rsquo;_PUQ Acute_AJ0 back_NN1 pain_NN1 forced_VVD the_AT0 Prince_NN1 to_TO0 give_VVI up_AVP polo_NN1 for_PRP a_AT0 month_NN1 in_PRP June_NP0 ,_PUN 1991_CRD ._PUN He_PNP was_VBD",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h9vn&batch=71,100543216,100543218,give_up_NN1,11
41,agree_on,41,42,FYX,"also measure different intervals of time if they are to agree on the speed of light . Einstein 's original theory of relativity ,","also_AV0 measure_VVI different_AJ0 intervals_NN2 of_PRF time_NN1 if_CJS they_PNP are_VBB to_TO0 agree_VVI on_PRP the_AT0 speed_NN1 of_PRF light_NN1-AJ0 ._PUN Einstein_NP0 's_POS original_AJ0 theory_NN1 of_PRF relativity_NN1 ,_PUN",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h8f7&batch=41,60545340,60545343,agree_on_AT0,12
44,agree_on,44,45,CDC,3 ) hold a free election ; ( 4 ) agree on the constitution ; and ( 5 ) settle future relationship with Great,3_CRD )_PUR hold_VVB a_AT0 free_AJ0 election_NN1 ;_PUN (_PUL 4_CRD )_PUR agree_VVB on_PRP-AVP the_AT0 constitution_NN1 ;_PUN and_CJC (_PUL 5_CRD )_PUR settle_VVB future_AJ0 relationship_NN1 with_PRP Great_NP0,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h8f7&batch=44,29997906,29997909,agree_on_AT0,12
63,agree_on,63,64,ABJ,"five years later , are respectable scientists still unable to agree on the extent of the damage ? Had it occurred in the West","five_CRD years_NN2 later_AV0 ,_PUN are_VBB respectable_AJ0 scientists_NN2 still_AV0 unable_AJ0 to_TO0 agree_VVI on_PRP the_AT0 extent_NN1 of_PRF the_AT0 damage_NN1 ?_PUN Had_VHD it_PNP occurred_VVN in_PRP the_AT0 West_NN1",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h8f7&batch=63,6148227,6148230,agree_on_AT0,12
92,agree_on,92,93,HTV,"Moran ( 1985 ) and Dunning ( 1981 ) , agree on the centrality of the TNC in the analysis of the global system","Moran_NP0 (_PUL 1985_CRD )_PUR and_CJC Dunning_NP0 (_PUL 1981_CRD )_PUR ,_PUN agree_VVB on_PRP-AVP the_AT0 centrality_NN1 of_PRF the_AT0 TNC_NP0 in_PRP the_AT0 analysis_NN1 of_PRF the_AT0 global_AJ0 system_NN1",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h8f7&batch=92,87398183,87398186,agree_on_AT0,12
97,agree_on,97,98,AA4,"party , said all political forces and ethnic groups should agree on a consensus that would fight for this goal , as well as","party_NN1 ,_PUN said_VVD all_DT0 political_AJ0 forces_NN2 and_CJC ethnic_AJ0 groups_NN2 should_VM0 agree_VVI on_PRP-AVP a_AT0 consensus_NN1 that_CJT would_VM0 fight_VVI for_PRP this_DT0 goal_NN1 ,_PUN as_CJS well_AV0 as_CJS",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h8f7&batch=97,5087966,5087969,agree_on_AT0,12
121,agree_that,21,22,JK1,"[unclear] any old [unclear] Yeah , yeah . I would agree that the scientist being [unclear] is probably is constant withdrawal from his","[unclear]_UNC any_DT0 old_AJ0 [unclear]_UNC Yeah_ITJ ,_PUN yeah_ITJ ._PUN I_PNP would_VM0 agree_VVI that_CJT the_AT0 scientist_NN1 being_VBG [unclear]_UNC is_VBZ probably_AV0 is_VBZ constant_AJ0 withdrawal_NN1 from_PRP his_DPS",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha9t&batch=21,95900580,95900582,agree_that_AT0,12
124,agree_that,24,25,FD3,provide security for his indebtedness ; the debtor and creditor agree that the security will be provided by some third party ; the,provide_VVI security_NN1 for_PRP his_DPS indebtedness_NN1 ;_PUN the_AT0 debtor_NN1 and_CJC creditor_NN1 agree_VVB that_CJT the_AT0 security_NN1 will_VM0 be_VBI provided_VVN by_PRP some_DT0 third_ORD party_NN1 ;_PUN the_AT0,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha9t&batch=24,54221962,54221964,agree_that_AT0,12
134,agree_that,34,35,F9Y,"can . I think you find most actors and actresses agree that the hardest thing sometimes is just to be yourself , because","can_VM0 ._PUN I_PNP think_VVB you_PNP find_VVB most_DT0 actors_NN2 and_CJC actresses_NN2 agree_VVB that_CJT the_AT0 hardest_AJS thing_NN1 sometimes_AV0 is_VBZ just_AV0 to_TO0 be_VBI yourself_PNX ,_PUN because_CJS",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha9t&batch=34,51698209,51698211,agree_that_AT0,12
167,agree_that,67,68,J77,", among others . Unless the landlord is prepared to agree that the insurance should be in the joint names of the landlord",",_PUN among_PRP others_NN2 ._PUN Unless_CJS the_AT0 landlord_NN1 is_VBZ prepared_AJ0 to_TO0 agree_VVI that_CJT the_AT0 insurance_NN1 should_VM0 be_VBI in_PRP the_AT0 joint_AJ0 names_NN2 of_PRF the_AT0 landlord_NN1",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha9t&batch=67,94625173,94625175,agree_that_AT0,12
196,agree_that,96,97,AKH,"Ed Anderson , local manager of the NorWest Bank , agree that the story is sadly typical . It boils down to a","Ed_NP0 Anderson_NP0 ,_PUN local_AJ0 manager_NN1 of_PRF the_AT0 NorWest_AJS Bank_NN1 ,_PUN agree_VVB that_CJT the_AT0 story_NN1 is_VBZ sadly_AV0 typical_AJ0 ._PUN It_PNP boils_VVZ down_AVP to_PRP a_AT0",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha9t&batch=96,9984859,9984861,agree_that_AT0,12
210,agree_to,10,11,FTT,and the Session without passing any opinion in the meantime agree to summon all the parties concerned to a meeting of the Session,and_CJC the_AT0 Session_NN1 without_PRP passing_VVG any_DT0 opinion_NN1 in_PRP the_AT0 meantime_NN1 agree_VVB to_TO0 summon_VVI all_DT0 the_AT0 parties_NN2 concerned_AJ0-VVN to_PRP a_AT0 meeting_NN1 of_PRF the_AT0 Session_NN1,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha7r&batch=10,59354358,59354360,agree_to_VVI,12
219,agree_to,19,20,HLD,The Japanese government announced on Nov. 25 that it would agree to co-sponsor with the United States a UN resolution imposing an indefinite,The_AT0 Japanese_AJ0-NN1 government_NN1 announced_VVN-VVD on_PRP Nov._NP0 25_CRD that_CJT it_PNP would_VM0 agree_VVI to_TO0 co-sponsor_VVI with_PRP the_AT0 United_NP0 States_NP0 a_AT0 UN_NP0 resolution_NN1 imposing_VVG an_AT0 indefinite_AJ0,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha7r&batch=19,82833256,82833258,agree_to_VVI,12
249,agree_to,49,50,CCU,National Corpus of the English Language 1.3 THE Parties HEREBY AGREE to abide by the following statements and undertakings . 2 DEFINITIONS AND,National_AJ0 Corpus_NN1 of_PRF the_AT0 English_AJ0-NN1 Language_NN1 1.3_CRD THE_AT0 Parties_NN2 HEREBY_AV0 AGREE_VVB to_TO0 abide_VVI by_PRP the_AT0 following_AJ0 statements_NN2 and_CJC undertakings_NN2 ._PUN 2_CRD DEFINITIONS_NN2 AND_CJC,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha7r&batch=49,29395212,29395214,agree_to_VVI,12
272,agree_to,72,73,B0L,sports shop in Sunderland to ask him if he would agree to move to Arsenal . At first Buchan thought he was joking,sports_NN2 shop_VVB-NN1 in_PRP Sunderland_NP0 to_TO0 ask_VVI him_PNP if_CJS he_PNP would_VM0 agree_VVI to_TO0 move_VVI to_PRP Arsenal_NP0 ._PUN At_PRP first_ORD Buchan_NP0-NN1 thought_VVD he_PNP was_VBD joking_VVG,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha7r&batch=72,16376118,16376120,agree_to_VVI,12
290,agree_to,90,91,CNT,"order to get its technology accepted , a provider must agree to provide specs , application programming interfaces , test suites and general","order_NN1 to_TO0 get_VVI its_DPS technology_NN1 accepted_VVN ,_PUN a_AT0 provider_NN1 must_VM0 agree_VVI to_TO0 provide_VVI specs_NN2 ,_PUN application_NN1 programming_NN1-VVG interfaces_NN2 ,_PUN test_VVB-NN1 suites_NN2 and_CJC general_AJ0",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha7r&batch=90,39958684,39958686,agree_to_VVI,12
330,agree_with,30,31,C88,but there is the political will in the council to agree with the new scheme and they would like to get Liss ',but_CJC there_EX0 is_VBZ the_AT0 political_AJ0 will_NN1 in_PRP the_AT0 council_NN1 to_TO0 agree_VVI with_PRP the_AT0 new_AJ0 scheme_NN1 and_CJC they_PNP would_VM0 like_VVI to_TO0 get_VVI Liss_NP0 '_POS,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha9r&batch=30,23440988,23440990,agree_with_AT0,12
338,agree_with,38,39,HAU,"to match overall service provision to evolving needs ; to agree with the other Divisions the core service specification , procurement and management","to_TO0 match_VVI overall_AJ0 service_NN1 provision_NN1 to_PRP evolving_VVG-AJ0 needs_NN2 ;_PUN to_TO0 agree_VVI with_PRP the_AT0 other_AJ0 Divisions_NN2 the_AT0 core_NN1 service_NN1 specification_NN1 ,_PUN procurement_NN1 and_CJC management_NN1",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha9r&batch=38,74753925,74753927,agree_with_AT0,12
341,agree_with,41,42,K2U,down &mdash; usually between and per cent . They then agree with the dealer how much it will be worth in two years,down_AVP &mdash;_PUN usually_AV0 between_PRP and_CJC per_UNC cent_UNC ._PUN They_PNP then_AV0 agree_VVB with_PRP the_AT0 dealer_NN1 how_AVQ much_AV0 it_PNP will_VM0 be_VBI worth_PRP in_PRP two_CRD years_NN2,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha9r&batch=41,100010320,100010322,agree_with_AT0,12
355,agree_with,55,56,CDP,being given the Trader shall within the said seven days agree with the Carrier an increase in the carriage charges in consideration of,being_VBG given_VVN the_AT0 Trader_NN1 shall_VM0 within_PRP the_AT0 said_AJ0 seven_CRD days_NN2 agree_VVB with_PRP the_AT0 Carrier_NN1 an_AT0 increase_NN1 in_PRP the_AT0 carriage_NN1 charges_NN2-VVZ in_PRP consideration_NN1 of_PRF,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha9r&batch=55,30325912,30325914,agree_with_AT0,12
360,agree_with,60,61,CCU,the suggested committee structure set out in the Proposal and agree with the Parties the composition of the Project and Technical Committees .,the_AT0 suggested_AJ0 committee_NN1 structure_NN1 set_VVD-VVN out_AVP in_PRP the_AT0 Proposal_NN1 and_CJC agree_VVB with_PRP the_AT0 Parties_NN2 the_AT0 composition_NN1 of_PRF the_AT0 Project_NN1 and_CJC Technical_AJ0 Committees_NN2 ._PUN,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha9r&batch=60,29397001,29397003,agree_with_AT0,12
428,come_back,28,29,C9W,three . This is done to allow them time to come back gradually to a state of full alertness without any sense of,three_CRD ._PUN This_DT0 is_VBZ done_VDN to_TO0 allow_VVI them_PNP time_NN1 to_TO0 come_VVI back_AVP gradually_AV0 to_PRP a_AT0 state_NN1 of_PRF full_AJ0 alertness_NN1 without_PRP any_DT0 sense_NN1 of_PRF,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h8ff&batch=28,25260724,25260726,come_back_AV0,12
429,come_back,29,30,FAB,"Terry feel like crying . He wished Louise Butler would come back home and be safe , then he could stop thinking about","Terry_NP0 feel_VVI like_PRP crying_NN1-VVG ._PUN He_PNP wished_VVD Louise_NP0 Butler_NP0 would_VM0 come_VVI back_AVP home_AV0 and_CJC be_VBI safe_AJ0 ,_PUN then_AV0 he_PNP could_VM0 stop_VVI thinking_VVG-NN1 about_PRP",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h8ff&batch=29,52060416,52060418,come_back_AV0,12
461,come_back,61,62,H8M,have passed a kind of barrier that 's hard to come back across . It 's as if you were leaning forward and,have_VHB passed_VVN a_AT0 kind_NN1 of_PRF barrier_NN1 that_CJT-DT0 's_VBZ hard_AJ0 to_TO0 come_VVI back_AVP across_AV0 ._PUN It_PNP 's_VBZ as_PRP if_CJS you_PNP were_VBD leaning_VVG forward_AV0 and_CJC,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h8ff&batch=61,72228231,72228233,come_back_AV0,12
471,come_back,71,72,G4T,I look at . You know mother 'd used to come back so thrilled with all these slides they 'd had and they,I_PNP look_VVB at_PRP ._PUN You_PNP know_VVB mother_NN1 'd_VHD used_VVN to_TO0 come_VVI back_AVP so_AV0 thrilled_AJ0-VVN with_PRP all_DT0 these_DT0 slides_NN2 they_PNP 'd_VHD had_VHN and_CJC they_PNP,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h8ff&batch=71,65110911,65110913,come_back_AV0,12
492,come_back,92,93,CH3,"Vincent O'Brien for a year and it 's great to come back here and win my first classic , &rsquo; said trainer John","Vincent_NP0 O'Brien_NP0 for_PRP a_AT0 year_NN1 and_CJC it_PNP 's_VBZ great_AJ0 to_TO0 come_VVI back_AVP here_AV0 and_CJC win_VVB my_DPS first_ORD classic_NN1 ,_PUN &rsquo;_PUQ said_VVD trainer_NN1 John_NP0",https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00h8ff&batch=92,34285624,34285626,come_back_AV0,12
509,come_in,9,10,CMX,watts and the 66MHz 9 watts . The 603 should come in under 3.2 watts . Motorola has also put out four software,watts_NN2 and_CJC the_AT0 66MHz_UNC 9_CRD watts_NN2 ._PUN The_AT0 603_CRD should_VM0 come_VVI in_AVP under_AV0 3.2_CRD watts_NN2 ._PUN Motorola_NP0 has_VHZ also_AV0 put_VVN out_AVP four_CRD software_NN1,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha9z&batch=9,39510906,39510908,come_in_AV0,12
534,come_in,34,35,J1C,to win it ? ) . One thousand smackers would come in very handy at the moment . I 'm also putting a,to_TO0 win_VVI it_PNP ?_PUN )_PUR ._PUN One_CRD thousand_CRD smackers_NN2 would_VM0 come_VVI in_AVP-PRP very_AV0 handy_AJ0 at_PRP the_AT0 moment_NN1 ._PUN I_PNP 'm_VBB also_AV0 putting_VVG a_AT0,https://cqpweb.lancs.ac.uk/bncxmlweb/context.php?qid=00ha9z&batch=34,92640237,92640239,come_in_AV0,12
